policy_value,policy_type,region,add_ons,commission
10764,Standard,North,No,415.28
9759,Standard,North,Yes,695.1800000000001
49233,Standard,East,Yes,1334.6599999999999
40999,Standard,West,No,919.98
46564,Premium,North,Yes,1931.28
5898,Standard,East,Yes,467.96000000000004
48368,Premium,East,No,1517.3600000000001
25301,Premium,North,Yes,1506.02
14021,Premium,West,Yes,1180.42
48696,Standard,West,Yes,1373.92
9835,Standard,South,No,346.70000000000005
43212,Standard,West,Yes,1264.24
17645,Standard,North,No,552.9000000000001
49059,Standard,North,No,1181.18
16634,Premium,East,Yes,1182.68
23068,Standard,East,No,511.36
11681,Standard,North,Yes,733.62
11806,Premium,South,Yes,1186.12
26726,Standard,West,Yes,934.52
25983,Premium,West,No,1119.6599999999999
47471,Premium,South,No,1599.42
15486,Premium,South,No,959.72
18517,Premium,West,No,970.34
12018,Premium,East,No,790.36
38231,Standard,East,Yes,1114.62
14960,Standard,East,Yes,649.2
8336,Premium,East,No,716.72
7183,Standard,South,Yes,593.66
32938,Standard,North,No,858.76
14755,Standard,North,Yes,795.1
33295,Standard,East,Yes,1015.9
44852,Standard,North,Yes,1397.04
32896,Premium,East,Yes,1507.92
12856,Premium,North,No,957.12
18418,Standard,West,No,468.36
5000,Premium,West,No,700.0
5365,Premium,West,No,707.3
10489,Premium,East,No,759.78
14785,Standard,South,Yes,745.7
21371,Premium,North,Yes,1427.42
17698,Premium,East,No,903.96
19826,Standard,South,Yes,846.52
5887,Premium,South,No,767.74
31653,Premium,East,No,1183.06
40820,Standard,East,Yes,1166.4
42347,Premium,West,No,1446.94
43764,Premium,South,Yes,1825.28
9277,Premium,North,Yes,1185.54
32645,Standard,East,Yes,1002.9
49900,Standard,East,No,1048.0
27055,Premium,North,No,1241.1
25269,Premium,North,No,1205.38
49055,Standard,West,No,1081.1
31969,Standard,East,Yes,989.38
16313,Premium,East,No,876.26
35131,Standard,South,Yes,1152.62
35495,Premium,South,Yes,1659.9
14516,Standard,East,Yes,640.3199999999999
37525,Standard,North,No,950.5
9231,Premium,West,No,784.62
21769,Standard,North,Yes,935.38
41714,Premium,West,Yes,1734.28
24104,Premium,South,No,1132.08
36047,Premium,South,No,1370.94
30587,Premium,West,No,1211.74
49647,Premium,South,Yes,1942.94
43481,Standard,West,Yes,1269.62
5576,Premium,South,Yes,1061.52
9210,Premium,East,No,734.2
8172,Premium,North,Yes,1163.44
32315,Premium,North,No,1346.3000000000002
49291,Standard,West,Yes,1385.8200000000002
8520,Standard,North,Yes,670.4
20516,Premium,North,Yes,1410.32
17754,Standard,West,Yes,755.0799999999999
10310,Premium,West,Yes,1106.2
36202,Standard,West,No,824.04
20762,Standard,North,Yes,915.24
12041,Standard,North,Yes,740.8199999999999
48383,Standard,South,Yes,1417.6599999999999
37784,Standard,East,Yes,1105.68
39295,Standard,South,No,935.9
33873,Standard,West,Yes,1077.46
11032,Standard,North,Yes,720.64
31829,Premium,North,Yes,1636.58
12303,Premium,South,No,896.06
47776,Premium,East,No,1505.52
25213,Standard,South,No,654.26
43981,Premium,North,No,1579.62
26522,Premium,South,No,1180.44
16728,Standard,North,Yes,834.56
29079,Premium,West,No,1181.58
7395,Standard,East,No,197.9
40024,Standard,East,No,850.48
14394,Premium,North,No,987.88
20706,Premium,East,No,964.12
22649,Premium,West,Yes,1352.98
7909,Premium,North,No,858.1800000000001
49946,Premium,East,Yes,1848.92
24505,Premium,East,Yes,1340.1
45469,Premium,West,Yes,1809.38
36822,Standard,North,Yes,1236.44
24475,Standard,West,No,589.5
47488,Premium,East,Yes,1799.76
7141,Premium,South,No,792.8199999999999
28453,Standard,West,Yes,969.0600000000001
33800,Standard,East,Yes,1026.0
14976,Premium,West,No,899.52
25263,Standard,South,Yes,955.26
43997,Premium,East,No,1429.94
36883,Premium,East,Yes,1587.6599999999999
23437,Premium,West,Yes,1368.74
9434,Standard,North,No,388.68
8591,Premium,East,No,721.8199999999999
12108,Standard,East,No,292.15999999999997
26040,Premium,South,No,1170.8
30850,Standard,East,Yes,967.0
17901,Premium,West,No,958.02
17373,Premium,South,No,997.46
30285,Standard,South,Yes,1055.7
19336,Premium,West,No,986.72
12379,Premium,East,No,797.58
49779,Standard,South,No,1145.58
10500,Premium,West,Yes,1110.0
10435,Premium,East,No,758.7
43446,Premium,West,Yes,1768.92
27320,Standard,South,No,696.4
7143,Premium,West,Yes,1042.8600000000001
16283,Premium,East,Yes,1175.66
49782,Premium,South,No,1645.6399999999999
29384,Standard,North,Yes,1087.68
15361,Premium,East,No,857.22
12110,Premium,West,Yes,1142.2
19450,Standard,East,No,439.0
5163,Standard,North,Yes,603.26
17665,Standard,South,Yes,803.3
37539,Standard,North,Yes,1250.78
49364,Premium,West,No,1587.28
47672,Standard,North,No,1153.44
26675,Standard,West,Yes,933.5
22968,Standard,North,Yes,959.36
6284,Standard,West,No,225.68
5975,Premium,South,No,769.5
46232,Standard,East,Yes,1274.6399999999999
19511,Standard,North,No,590.22
9898,Premium,West,Yes,1097.96
45965,Premium,North,No,1619.3000000000002
24788,Premium,East,No,1045.76
40565,Premium,West,No,1411.3000000000002
19187,Standard,South,Yes,833.74
19114,Premium,South,Yes,1332.28
29073,Standard,West,Yes,981.46
8545,Standard,West,Yes,570.9
16525,Premium,North,No,1030.5
5118,Premium,North,No,802.36
42043,Standard,West,No,940.86
27121,Standard,North,No,742.42
26907,Premium,North,Yes,1538.1399999999999
43260,Standard,East,No,915.2
6832,Premium,North,No,836.64
9671,Premium,South,No,843.4200000000001
43910,Standard,West,Yes,1278.2
27227,Standard,South,Yes,994.54
23132,Standard,West,No,562.64
49978,Premium,South,No,1649.56
25927,Standard,West,Yes,918.54
35255,Premium,West,Yes,1605.1
8625,Premium,East,No,722.5
41926,Standard,South,No,988.52
23207,Standard,West,Yes,864.14
22287,Standard,South,No,595.74
45848,Premium,East,Yes,1766.96
13803,Standard,West,Yes,676.06
13311,Standard,East,Yes,616.22
42879,Standard,South,No,1007.58
5247,Standard,North,Yes,604.94
49206,Premium,South,No,1634.12
34432,Standard,East,No,738.64
35251,Premium,West,Yes,1605.02
9938,Standard,East,No,248.76
30023,Standard,North,No,800.46
22576,Premium,South,Yes,1401.52
11195,Standard,East,No,273.9
42249,Premium,West,Yes,1744.98
45366,Premium,East,No,1457.3200000000002
33520,Premium,East,No,1220.4
47113,Standard,West,No,1042.26
46839,Premium,North,Yes,1936.78
31655,Premium,North,No,1333.1
48273,Standard,South,Yes,1415.46
20412,Standard,East,Yes,758.24
45557,Premium,East,No,1461.1399999999999
44454,Standard,East,Yes,1239.08
16608,Standard,South,Yes,782.1600000000001
24043,Premium,East,No,1030.8600000000001
30218,Premium,South,Yes,1554.3600000000001
22339,Standard,East,Yes,796.78
45763,Standard,South,Yes,1365.26
49215,Premium,North,Yes,1984.3000000000002
31568,Premium,South,No,1281.3600000000001
9814,Premium,South,No,846.28
43118,Standard,North,No,1062.3600000000001
21824,Standard,North,No,636.48
14051,Standard,South,Yes,731.02
7056,Premium,West,Yes,1041.12
44341,Standard,South,No,1036.8200000000002
47980,Standard,North,No,1159.6
38941,Premium,North,No,1478.8200000000002
44429,Premium,East,No,1438.58
16932,Premium,North,Yes,1338.6399999999999
40985,Premium,West,No,1419.7
6940,Standard,North,Yes,638.8
25526,Standard,West,No,610.52
46015,Premium,East,No,1470.3000000000002
20766,Premium,North,Yes,1415.32
19052,Premium,East,No,931.04
47669,Standard,North,Yes,1453.38
36054,Premium,East,No,1271.08
38113,Premium,West,No,1362.26
8835,Premium,East,No,726.7
42263,Standard,East,No,895.26
27589,Standard,West,Yes,951.78
25484,Standard,East,Yes,859.6800000000001
46853,Premium,West,Yes,1837.06
43170,Premium,East,No,1413.4
21475,Premium,East,No,979.5
36036,Premium,West,No,1320.72
24837,Premium,West,No,1096.74
24484,Standard,North,Yes,989.6800000000001
6840,Premium,East,No,686.8
20324,Standard,East,No,456.48
27728,Premium,East,Yes,1404.56
10293,Premium,South,No,855.86
22327,Premium,East,No,996.54
43703,Premium,West,Yes,1774.06
37359,Standard,East,No,797.1800000000001
31463,Premium,North,No,1329.26
19072,Premium,West,No,981.44
14316,Premium,East,Yes,1136.32
38363,Premium,West,No,1367.26
19810,Premium,East,No,946.2
13816,Standard,East,No,326.32
25490,Premium,South,No,1159.8
46266,Premium,East,No,1475.3200000000002
48138,Standard,East,No,1012.76
7581,Premium,West,Yes,1051.62
8906,Premium,North,Yes,1178.12
9787,Premium,North,No,895.74
24980,Standard,South,No,649.6
32704,Premium,North,No,1354.08
6466,Standard,East,No,179.32
7417,Premium,East,Yes,998.34
24052,Standard,West,No,581.04
9765,Premium,East,Yes,1045.3
39269,Premium,South,Yes,1735.38
11411,Standard,South,Yes,678.22
30458,Premium,East,No,1159.1599999999999
42753,Standard,East,No,905.0600000000001
48033,Premium,North,No,1660.6599999999999
21830,Standard,West,No,536.6
6198,Standard,South,Yes,573.96
9714,Standard,West,No,294.28
33209,Standard,South,No,814.1800000000001
27795,Standard,South,Yes,1005.9
17888,Premium,South,No,1007.76
38500,Standard,North,No,970.0
33382,Standard,South,Yes,1117.6399999999999
42452,Standard,East,Yes,1199.04
46574,Standard,North,Yes,1431.48
41496,Standard,South,Yes,1279.92
15294,Premium,West,No,905.88
22072,Premium,East,No,991.44
39189,Premium,East,Yes,1633.78
24973,Premium,South,Yes,1449.46
49921,Standard,West,No,1098.42
6793,Standard,South,Yes,585.86
14226,Standard,South,No,434.52
17144,Premium,East,No,892.88
14372,Premium,South,No,937.44
18845,Premium,North,No,1076.9
15772,Standard,North,Yes,815.44
46446,Premium,East,Yes,1778.92
8374,Premium,East,No,717.48
37102,Premium,West,No,1342.04
26002,Standard,North,Yes,1020.04
45581,Premium,West,Yes,1811.62
46474,Standard,North,Yes,1429.48
33635,Standard,West,No,772.7
48059,Premium,South,No,1611.18
49449,Standard,South,No,1138.98
24042,Premium,East,No,1030.8400000000001
23563,Premium,East,Yes,1321.26
5912,Standard,South,No,268.24
45739,Premium,North,Yes,1914.78
5055,Premium,North,No,801.1
19150,Premium,West,No,983.0
22138,Standard,East,No,492.76
30080,Premium,North,Yes,1601.6
25856,Standard,East,Yes,867.12
42574,Standard,North,Yes,1351.48
25134,Premium,West,Yes,1402.68
20913,Standard,South,No,568.26
9789,Premium,East,No,745.78
34278,Premium,North,No,1385.56
30141,Premium,North,Yes,1602.8200000000002
5110,Standard,North,Yes,602.2
47662,Premium,South,Yes,1903.24
32453,Standard,West,Yes,1049.06
12680,Premium,North,Yes,1253.6
18458,Premium,South,Yes,1319.16
48629,Standard,South,No,1122.58
29617,Premium,North,Yes,1592.3400000000001
39019,Standard,South,Yes,1230.38
7732,Premium,North,No,854.64
35662,Standard,North,Yes,1213.24
20972,Standard,West,No,519.44
36823,Standard,East,Yes,1086.46
49177,Premium,East,No,1533.54
33351,Standard,North,Yes,1167.02
13669,Premium,East,No,823.38
17335,Standard,North,Yes,846.7
5490,Standard,South,Yes,559.8
38736,Premium,South,No,1424.72
41168,Premium,North,Yes,1823.3600000000001
9994,Standard,East,Yes,549.88
14541,Premium,East,Yes,1140.82
41976,Standard,South,Yes,1289.52
21273,Standard,North,No,625.46
22085,Premium,North,No,1141.7
8629,Premium,South,No,822.58
47214,Premium,South,Yes,1894.28
47159,Premium,North,No,1643.18
7797,Standard,North,Yes,655.94
37202,Premium,North,Yes,1744.04
16545,Standard,West,No,430.90000000000003
29292,Premium,East,Yes,1435.8400000000001
6843,Standard,East,Yes,486.86
23247,Standard,West,Yes,864.94
7436,Standard,West,Yes,548.72
13042,Standard,North,No,460.84000000000003
46821,Standard,North,No,1136.42
33617,Premium,East,Yes,1522.3400000000001
28922,Premium,East,Yes,1428.44
16899,Standard,East,No,387.98
36135,Premium,West,Yes,1622.7
38852,Premium,South,No,1427.04
21983,Standard,North,Yes,939.6600000000001
12995,Premium,North,No,959.9
29843,Premium,West,Yes,1496.8600000000001
45645,Standard,South,No,1062.9
48900,Premium,East,Yes,1828.0
34227,Premium,East,No,1234.54
8426,Premium,North,Yes,1168.52
15969,Standard,South,No,469.38
23477,Standard,West,Yes,869.54
7356,Premium,East,No,697.12
49689,Standard,West,No,1093.78
30846,Standard,East,Yes,966.92
5573,Standard,South,No,261.46000000000004
38101,Standard,East,No,812.02
29304,Standard,North,Yes,1086.08
24051,Standard,West,Yes,881.02
17616,Standard,South,Yes,802.3199999999999
12788,Standard,East,Yes,605.76
37812,Standard,East,Yes,1106.24
33152,Standard,North,Yes,1163.04
11677,Standard,North,Yes,733.54
20677,Standard,East,Yes,763.54
28912,Premium,South,No,1228.24
26044,Premium,West,No,1120.88
49971,Premium,South,No,1649.42
17410,Premium,North,Yes,1348.2
9992,Standard,South,No,349.84000000000003
9576,Standard,South,No,341.52
37759,Standard,East,Yes,1105.18
49694,Premium,North,Yes,1993.88
19556,Premium,North,Yes,1391.12
26594,Standard,North,Yes,1031.88
45057,Standard,South,Yes,1351.1399999999999
27862,Premium,South,Yes,1507.24
6073,Premium,North,Yes,1121.46
27853,Standard,East,Yes,907.0600000000001
36137,Premium,South,No,1372.74
42084,Standard,South,Yes,1291.68
44771,Standard,South,No,1045.42
26327,Standard,South,Yes,976.54
35457,Standard,East,No,759.14
19098,Premium,East,No,931.96
17286,Premium,South,Yes,1295.72
36440,Premium,East,No,1278.8000000000002
5018,Premium,East,Yes,950.36
21382,Standard,North,Yes,927.64
46627,Standard,East,Yes,1282.54
29764,Standard,North,No,795.28
21841,Premium,North,No,1136.82
30113,Premium,South,No,1252.26
48153,Standard,West,Yes,1363.06
22481,Premium,North,No,1149.62
32710,Premium,South,No,1304.2
7970,Premium,East,Yes,1009.4
42766,Standard,East,No,905.32
42404,Standard,East,No,898.08
27586,Premium,West,Yes,1451.72
24347,Premium,East,Yes,1336.94
27138,Premium,South,No,1192.76
19609,Premium,East,Yes,1242.18
5186,Premium,South,No,753.72
46479,Premium,South,No,1579.58
48399,Standard,North,Yes,1467.98
26391,Premium,South,Yes,1477.8200000000002
28478,Standard,North,No,769.5600000000001
38382,Standard,West,No,867.64
44915,Premium,South,No,1548.3000000000002
13807,Standard,North,Yes,776.14
25369,Standard,North,No,707.38
8914,Standard,North,No,378.28
40765,Standard,North,No,1015.3000000000001
20144,Premium,South,Yes,1352.88
39052,Standard,South,Yes,1231.04
43485,Standard,West,Yes,1269.7
18532,Standard,West,No,470.64
29580,Standard,North,No,791.6
32063,Standard,West,No,741.26
44206,Premium,West,No,1484.12
32449,Standard,East,No,698.98
36005,Standard,North,No,920.1
29254,Standard,East,Yes,935.08
43166,Standard,West,No,963.32
42592,Standard,South,Yes,1301.8400000000001
27644,Premium,East,Yes,1402.88
44836,Premium,South,No,1546.72
30425,Standard,East,Yes,958.5
12042,Premium,North,Yes,1240.8400000000001
12870,Premium,South,No,907.4
17092,Standard,East,No,391.84000000000003
6554,Standard,West,No,231.08
43893,Standard,East,Yes,1227.8600000000001
30084,Standard,South,Yes,1051.68
6475,Standard,North,No,329.5
15406,Premium,East,Yes,1158.12
7525,Standard,East,Yes,500.5
37548,Standard,South,Yes,1200.96
38698,Standard,East,Yes,1123.96
33790,Premium,West,Yes,1575.8000000000002
33697,Premium,North,Yes,1673.94
32109,Premium,East,No,1192.18
28657,Premium,South,Yes,1523.1399999999999
10388,Standard,East,No,257.76
47051,Premium,West,Yes,1841.02
40795,Standard,West,No,915.9
9830,Standard,South,Yes,646.6
34464,Standard,East,No,739.28
8778,Premium,South,No,825.56
14324,Standard,East,Yes,636.48
31454,Standard,East,Yes,979.08
41318,Standard,North,No,1026.3600000000001
25617,Standard,South,No,662.34
27905,Premium,South,Yes,1508.1
12222,Premium,West,No,844.44
32708,Premium,South,No,1304.1599999999999
42724,Standard,West,No,954.48
42491,Premium,East,No,1399.8200000000002
46568,Premium,East,No,1481.3600000000001
27751,Premium,North,No,1255.02
17327,Premium,North,Yes,1346.54
26206,Standard,South,Yes,974.12
20207,Standard,North,Yes,904.14
24540,Premium,East,No,1040.8
23776,Standard,East,Yes,825.52
19468,Standard,North,No,589.36
42184,Standard,South,No,993.6800000000001
46924,Standard,West,No,1038.48
44818,Premium,South,Yes,1846.3600000000001
17547,Premium,West,Yes,1250.94
21521,Standard,East,No,480.42
14653,Standard,North,Yes,793.06
18936,Premium,North,Yes,1378.72
41655,Standard,West,Yes,1233.1
27939,Standard,East,Yes,908.78
12133,Standard,West,No,342.65999999999997
47973,Standard,South,Yes,1409.46
29544,Premium,South,No,1240.88
37366,Standard,East,No,797.32
9906,Premium,South,Yes,1148.12
22226,Standard,West,Yes,844.52
37738,Standard,West,No,854.76
30479,Standard,North,No,809.58
8198,Standard,West,Yes,563.96
37528,Premium,West,Yes,1650.56
6146,Standard,North,No,322.92
32603,Premium,North,Yes,1652.06
40060,Standard,West,No,901.2
13745,Premium,West,Yes,1174.9
34848,Premium,East,No,1246.96
42834,Premium,East,Yes,1706.68
13248,Standard,North,No,464.96
33424,Premium,West,Yes,1568.48
24583,Standard,North,No,691.6600000000001
48624,Premium,South,Yes,1922.48
13123,Standard,East,No,312.46
39778,Premium,West,No,1395.56
38948,Premium,East,No,1328.96
30071,Standard,West,Yes,1001.42
38374,Premium,West,No,1367.48
40982,Standard,South,Yes,1269.6399999999999
43759,Standard,West,No,975.1800000000001
10327,Premium,South,Yes,1156.54
14102,Standard,South,Yes,732.04
17788,Premium,North,Yes,1355.76
36604,Premium,East,Yes,1582.08
8021,Premium,West,Yes,1060.42
7339,Standard,South,Yes,596.78
26247,Standard,East,Yes,874.94
10303,Premium,North,No,906.06
12787,Standard,South,Yes,705.74
5952,Standard,West,No,219.04000000000002
48300,Premium,East,Yes,1816.0
18769,Standard,East,Yes,725.38
39851,Premium,West,Yes,1697.02
15308,Standard,North,No,506.16
39747,Standard,North,No,994.94
15261,Standard,North,No,505.22
11289,Standard,East,No,275.78
16711,Premium,West,Yes,1234.22
16799,Standard,West,No,435.98
45080,Standard,East,Yes,1251.6
28859,Standard,West,No,677.1800000000001
17714,Premium,North,No,1054.28
26437,Standard,North,Yes,1028.74
26432,Premium,South,No,1178.6399999999999
7406,Standard,South,No,298.12
5105,Standard,West,Yes,502.1
49986,Standard,South,No,1149.72
34070,Premium,South,Yes,1631.4
17902,Premium,North,Yes,1358.04
7189,Standard,South,Yes,593.78
46347,Premium,West,No,1526.94
18548,Standard,South,No,520.96
11859,Standard,North,No,437.18
40658,Standard,West,No,913.16
17214,Standard,South,Yes,794.28
17193,Standard,East,No,393.86
45975,Premium,West,Yes,1819.5
43412,Premium,North,No,1568.24
43754,Premium,South,No,1525.08
14514,Premium,South,No,940.28
46921,Standard,East,No,988.4200000000001
25075,Premium,North,No,1201.5
13002,Premium,East,No,810.04
14750,Standard,East,No,345.0
24042,Standard,South,No,630.84
42490,Premium,South,No,1499.8000000000002
43701,Premium,South,Yes,1824.02
41838,Standard,North,No,1036.76
18270,Premium,South,No,1015.4000000000001
11515,Standard,West,Yes,630.3
48813,Standard,East,No,1026.26
23921,Standard,East,No,528.4200000000001
26301,Premium,North,Yes,1526.02
28832,Premium,North,No,1276.6399999999999
41796,Premium,North,Yes,1835.92
10506,Premium,East,Yes,1060.12
27713,Premium,East,No,1104.26
24976,Standard,North,Yes,999.52
40817,Premium,West,Yes,1716.3400000000001
14382,Premium,East,No,837.64
41583,Standard,East,Yes,1181.6599999999999
34180,Standard,East,Yes,1033.6
23084,Premium,West,Yes,1361.68
12297,Standard,South,No,395.94
17034,Premium,West,No,940.6800000000001
42281,Premium,North,Yes,1845.62
19769,Standard,West,No,495.38
13497,Standard,East,No,319.94
30224,Premium,West,Yes,1504.48
24701,Premium,North,Yes,1494.02
22061,Premium,North,No,1141.22
11133,Premium,North,No,922.66
25145,Standard,East,Yes,852.9000000000001
23606,Premium,South,Yes,1422.12
