policy_value,policy_type,region,add_ons,commission
19411.20941359192,Premium,South,Yes,507.0161210966477
21308.7666056102,Premium,South,No,553.5970558212985
47975.912993423015,Standard,South,No,707.5883227833211
19911.614088238883,Standard,West,No,507.02476211832516
15163.12239613597,Premium,East,Yes,778.4802672799235
47982.984417386346,Premium,North,Yes,455.2234028168436
45831.716703942235,Premium,West,Yes,465.6873539730059
19690.115467594045,Premium,North,Yes,345.96607306392724
17472.270227645953,Premium,East,Yes,464.2146268171096
17521.599861038972,Premium,North,No,510.78250182933124
39825.40101995221,Premium,East,No,653.1211279119984
38741.308772148564,Premium,South,Yes,507.1851098214768
19603.89423144162,Premium,South,Yes,385.3611943631632
46827.99139020591,Premium,East,No,700.8836988817234
42023.46583833998,Premium,North,Yes,679.231795128471
23612.53302638515,Standard,South,Yes,479.81583095654753
18411.862381745,Standard,South,Yes,490.6865318624438
42522.5822669488,Premium,South,No,538.0717549372713
49956.79351421594,Standard,South,No,451.1695805838514
47222.34229782797,Premium,South,No,586.5906081352555
41782.29013506746,Standard,South,No,679.3064934246503
33911.939776720144,Premium,South,Yes,575.8768522160108
10833.71236012725,Standard,West,Yes,347.72711007641334
14055.366336256882,Standard,South,No,450.0935493151374
24395.252477739145,Premium,East,Yes,579.5894166930207
28687.468753041027,Premium,West,No,507.27725032883245
20392.190679811378,Standard,West,No,505.8116651268054
11581.08191123376,Premium,East,Yes,276.26922387609886
46675.977740798946,Premium,East,Yes,404.4250862103376
20273.20669904169,Premium,East,No,525.4906440680609
23172.845101847,Standard,North,No,418.39985696283213
44656.944901260016,Premium,South,Yes,630.3155448269519
17256.93480094805,Premium,East,No,406.5542538320002
42702.57920681945,Standard,South,Yes,510.69900555492967
47665.349821808464,Premium,East,No,475.4673282522375
14245.008353105586,Standard,East,No,320.39711496567577
37973.35562300441,Standard,South,No,598.8932513516678
36799.45243901874,Standard,South,No,562.1749061885712
39052.427216266835,Standard,East,Yes,376.3291841173576
28439.32001718225,Premium,West,No,398.3429477853806
26427.25447894639,Standard,North,Yes,516.5002551554752
6294.078892006582,Standard,East,No,448.3236234213148
48156.928637926634,Premium,South,No,291.1990890880667
26372.034476248125,Standard,East,Yes,400.0866772225484
16918.3939171922,Premium,West,Yes,370.8891257089833
45236.756864152376,Standard,South,Yes,528.6406589431847
25225.5852849734,Premium,West,Yes,589.4775947530297
19151.131654646484,Standard,South,No,647.1342550954298
23685.793730616926,Standard,West,Yes,600.5890778603748
48444.21641056432,Standard,South,Yes,669.1310132213739
48333.809254958105,Premium,West,No,467.273758084037
15718.631110925176,Standard,East,Yes,451.3305420121053
35356.90425871541,Standard,East,Yes,521.2509342979976
23216.243441925995,Premium,North,No,391.9876844158796
28172.644096293872,Standard,South,Yes,394.4949469618962
27268.037964870906,Premium,East,Yes,555.1911187869329
28559.947718522697,Premium,North,No,472.42165213483844
14002.401929095462,Premium,South,No,475.3451884542039
33030.96629019003,Standard,East,Yes,534.0078373217025
36711.28816982957,Standard,East,No,553.1343785080558
8770.646625817644,Standard,West,Yes,384.3295481061026
13572.92300663503,Standard,West,No,532.6629232353533
26234.641748419934,Premium,South,Yes,481.68141299237027
25783.347804583747,Standard,East,No,401.3304535922896
12513.66217723327,Premium,South,No,517.1097796697588
25154.587315063636,Standard,North,Yes,606.6158798059889
9491.842889199323,Standard,North,No,764.6187838490778
14505.439917196505,Premium,West,No,542.4771414956978
40481.8438676542,Premium,West,Yes,484.1496973816091
11324.201582686881,Standard,West,No,723.2587235083313
44683.54148161125,Standard,South,Yes,322.52677217360883
35302.096637243056,Standard,West,No,544.646655857784
48169.03011028096,Premium,South,Yes,269.7295832369358
42477.21464514602,Standard,South,Yes,534.7022171279575
47950.80023142841,Premium,South,No,643.4278493534543
18534.84859318048,Premium,West,No,375.7595174315813
31836.488672481573,Standard,North,No,536.2803067663228
42668.839255108396,Premium,East,Yes,301.18672814679627
38837.84213260415,Premium,East,No,411.4157096917803
15015.314030563246,Standard,South,No,388.18265586185663
9794.470149761044,Standard,North,No,527.1353776510248
39544.488151012905,Standard,West,No,443.5343747043519
21732.575729901724,Premium,North,No,618.5160682565376
22141.680825846423,Standard,West,No,476.55739630259274
22736.836636861273,Standard,South,No,448.00196403491896
20672.43122326707,Premium,West,No,686.5141550106687
40092.39008157443,Premium,East,Yes,636.5723072429585
6454.043358847096,Premium,West,Yes,535.4238641647107
7721.350832079668,Standard,East,Yes,598.7737277519658
26042.49776573599,Premium,South,No,484.9499555218774
43076.54495439177,Standard,North,Yes,507.3218423820568
13237.968846855272,Standard,North,No,651.7739036106886
44700.09705206748,Standard,East,Yes,433.1570053453944
37055.813093397854,Premium,East,No,443.0745305429613
29711.322244169085,Premium,South,Yes,572.6386797799503
43657.74394677034,Premium,East,No,611.8111209910464
18089.742283437005,Premium,East,No,462.7449439451351
29530.184658395014,Premium,West,Yes,537.9828148718999
11157.427165214598,Standard,North,Yes,479.6609270532557
5012.919328247577,Premium,East,No,471.0611346465962
36516.347432360315,Premium,North,Yes,462.24020319327184
21767.440215853618,Premium,South,No,437.5438041698553
48682.76297529491,Standard,East,No,463.0517895662324
29620.640921372564,Premium,North,Yes,331.8382480578417
46147.111402460476,Premium,East,Yes,514.5522102279493
34153.80887692719,Standard,North,Yes,563.4370420792966
43620.34103361158,Standard,North,Yes,577.0471781268196
48208.411458444316,Premium,East,No,390.2353639159735
42049.06393376489,Standard,West,No,519.7627065807932
42655.48782883532,Standard,North,No,593.6431727972956
13663.37316917484,Premium,West,Yes,685.0978606957426
23302.580123417407,Premium,West,Yes,625.1599293522554
18697.97693131321,Standard,East,No,467.04109239201455
44466.29657792058,Standard,South,No,190.27204173655917
42848.312839163314,Standard,East,Yes,484.8927931720885
39918.8755860368,Premium,North,No,404.4080023168793
5921.068596597545,Standard,East,Yes,326.6796749940406
45788.314950368884,Premium,North,No,428.12466485482275
22941.729403682184,Standard,East,Yes,446.113375580473
36662.08251323618,Premium,North,No,660.8166434191596
17400.60803370263,Premium,South,No,521.878670906152
10249.626653879712,Standard,North,No,589.7170051455889
31462.237864821225,Premium,North,Yes,540.1119095451382
11873.802895244402,Standard,West,No,602.1358125787616
36198.989263158044,Premium,North,Yes,432.2838814058864
33949.353787922555,Premium,North,Yes,494.9830437709319
48644.51616527443,Premium,West,No,582.4960856201643
6083.091477720599,Premium,East,Yes,606.9281219194847
9989.798910928173,Standard,North,No,501.6979218313897
34201.55533624221,Standard,West,Yes,664.0017176864512
34251.64155601972,Standard,East,No,349.1145596188563
31830.460210985446,Standard,South,No,567.2254651642963
25818.949455896716,Premium,East,No,588.7982068682044
15103.658729620336,Standard,South,No,516.4538492696764
10292.725645376893,Premium,South,Yes,534.9894272525175
8321.295916425182,Premium,West,No,418.9403047707318
10650.152594648087,Premium,North,No,460.18366896190486
17155.716294491118,Standard,North,No,357.0175816093491
28024.857539910492,Premium,South,No,486.1162760000433
43667.300689414136,Premium,East,Yes,728.2016063060759
19960.88945436485,Standard,West,Yes,395.6612810517712
24530.29659572944,Premium,North,Yes,429.3678898495731
19933.208840386662,Standard,West,Yes,483.3497592268961
45013.02654256504,Standard,East,Yes,606.7832294320863
8570.197983304777,Standard,East,Yes,668.8814437356041
39743.56778953103,Standard,South,Yes,327.5991029994733
40796.46285038751,Standard,West,Yes,554.053248475619
32922.68753116822,Premium,South,Yes,583.3614616728258
29680.789211505045,Standard,North,No,537.808341803097
21532.45721052645,Premium,West,No,510.8868597886349
28448.70726815272,Premium,South,No,725.4824283470064
14264.844485800348,Premium,West,Yes,513.5119499158103
18497.248745969722,Premium,East,No,381.09089695211065
22011.332851840358,Premium,North,Yes,495.2825593758845
16852.267462801436,Premium,West,Yes,505.48634741544043
10789.134908237122,Standard,East,No,587.567479439956
8862.761034332878,Premium,East,Yes,635.5565717481954
39329.40539521346,Standard,South,Yes,715.7812660299584
24021.771033102013,Standard,South,Yes,398.1276099866092
27464.497265632126,Premium,North,No,315.47950223761245
20274.612597997286,Standard,West,No,336.2403803349317
11487.347519292895,Standard,North,Yes,453.2955149208264
26980.696205361503,Premium,South,Yes,391.31220642617836
7050.950321391146,Premium,West,Yes,416.0469738575839
43835.38754917282,Standard,West,No,571.0442807538363
49698.993391283184,Premium,North,Yes,508.10592153953587
39656.11670044616,Standard,North,No,527.615263439765
5722.399431575034,Standard,North,No,519.0743451182767
47473.40891715939,Standard,West,Yes,622.306820001169
35543.702254643074,Standard,West,Yes,516.0366910290973
23262.928707865456,Standard,West,Yes,356.80789875073
45970.36760615799,Premium,East,No,544.0892521933604
30327.96723970157,Standard,North,No,617.3627365230693
39629.16713530038,Standard,South,Yes,377.06772553880813
43510.37357193594,Premium,East,Yes,424.41933304526503
16390.94670632924,Premium,West,Yes,505.4605015606875
22934.282789422672,Premium,North,No,665.6025317507851
6898.1920332037525,Standard,West,No,571.2644620318338
14938.805035035532,Premium,West,No,597.3385752492147
39145.95793863966,Standard,East,Yes,428.4226683720242
21650.9311347764,Standard,West,No,530.868294337566
49920.841122798454,Premium,South,No,361.20470886779174
26960.561537094683,Premium,East,No,411.73972376508635
33849.62273491369,Premium,East,Yes,441.4580903514155
37274.59771803164,Standard,West,Yes,509.3602821207055
23806.41989207683,Standard,West,Yes,219.43002056177818
25651.91705666334,Standard,West,Yes,507.07913056394733
11557.438110231069,Standard,North,Yes,635.1683144029375
42872.77729898862,Premium,North,Yes,557.3220597781813
21380.02101627385,Premium,North,Yes,308.4369445349232
49901.44135460968,Standard,East,Yes,626.6749104783603
30137.75528788285,Premium,West,No,585.0632917184479
27808.458956949748,Standard,East,No,534.1200773542386
38107.799266470014,Standard,North,No,408.27591269476494
16819.23478228315,Standard,East,No,626.133446235169
33524.892228737124,Standard,East,No,532.9263963703401
7375.814704947026,Standard,East,Yes,657.561029368311
12716.311628622167,Standard,South,Yes,371.2125576479584
42848.92625459825,Standard,East,No,675.3035545717071
8639.17370420387,Standard,East,No,488.91220158887916
21080.70472352121,Standard,South,No,453.15607254401783
46408.980975797705,Standard,North,No,616.822465622052
24799.84504837727,Standard,East,Yes,500.49999393526826
24086.30204962575,Standard,East,No,672.2561497065958
39947.92261919952,Premium,East,Yes,586.4619183547165
15680.5115244241,Standard,South,Yes,404.5243588749468
12185.669731959493,Standard,South,Yes,354.7001190495034
38406.18652971889,Premium,North,No,591.0602064882416
22937.82682026982,Standard,East,Yes,484.67326989040373
5795.1684020904595,Standard,North,Yes,477.69543318152927
41945.02844144541,Standard,North,No,519.0841857680833
6868.704834962103,Premium,West,No,468.3560870425945
18995.591542307535,Standard,South,Yes,473.94233351489606
34297.555608295326,Standard,West,Yes,574.1133028615607
17297.03081062408,Premium,South,No,343.49254980494584
14907.129587685456,Standard,East,No,514.8087583136899
33625.26239807594,Premium,North,Yes,385.2878689512198
23155.747441565163,Premium,South,No,497.81887929377245
33729.13835612833,Premium,North,No,543.8862336414322
43182.888674672904,Premium,South,No,301.8895735783968
48852.22633403641,Premium,West,No,572.4180488746721
30763.46771618336,Standard,North,Yes,357.8839626671829
42091.72194097461,Premium,West,Yes,523.1939619489239
25206.928687419317,Premium,West,Yes,520.607019814958
34280.5301654895,Premium,South,Yes,433.1566908707159
48650.772200074585,Premium,East,No,481.57290550744284
40837.082578661146,Standard,West,No,504.0642993870916
41349.674005695844,Premium,East,Yes,419.57353638263163
10566.29951437391,Premium,South,Yes,710.0239770126387
37631.91459379049,Standard,East,No,372.2352863303772
16843.56412645494,Premium,East,No,460.84815202417343
37399.78455865257,Standard,North,Yes,656.9811486131784
37949.07788928335,Standard,South,Yes,479.5065312973287
36877.24871305388,Premium,North,No,513.9844893128467
41989.259052361995,Premium,East,No,593.0750427179136
10235.029015293696,Standard,West,No,569.232733363276
23620.20182596469,Premium,South,Yes,642.0286794787971
48883.824367103094,Standard,East,No,433.572412293568
18351.651821069434,Premium,South,No,455.2438899700651
49911.39236590546,Standard,West,Yes,386.3878718411352
13126.590481777355,Standard,West,Yes,481.0209311030552
14513.812041987094,Premium,North,Yes,235.44445616759157
9205.613990500162,Standard,West,No,508.4654858384514
11883.53936535037,Premium,West,Yes,476.2283993711808
11793.328709537227,Premium,South,No,433.87820458808795
8770.509297124981,Premium,North,Yes,390.3652530354799
27491.3427712336,Standard,West,No,444.2471170794971
26414.26811530157,Standard,South,No,481.67756402498543
39083.855919027344,Premium,South,Yes,350.30981758303074
33678.03814834362,Premium,West,Yes,578.9299959542474
27529.328380053554,Standard,East,Yes,534.8988529260938
28919.493794218022,Standard,South,No,569.683230331532
9847.874920625964,Standard,South,Yes,660.837028324219
44531.01755085791,Premium,North,No,537.1301478198754
42345.99027338221,Standard,South,No,315.51660746804646
17657.447416727984,Standard,South,No,409.81491697891056
6357.88301693901,Standard,South,No,495.48657028561223
33290.16123628762,Premium,South,No,551.3378175323601
8176.491217642046,Standard,North,No,412.0097422956556
7322.137752286921,Premium,South,No,503.91118646488735
44100.0687436165,Standard,East,No,425.4586284925251
25326.127769093797,Premium,East,Yes,394.08620310942683
46429.22175574941,Standard,West,No,537.3407604519703
36858.28391531983,Premium,North,Yes,527.6307831402748
10332.927463980795,Standard,East,No,467.7299205556458
5147.618781986469,Premium,North,No,500.40763044261945
27727.44198703149,Standard,West,Yes,505.47430611974625
21258.162136911436,Standard,South,Yes,494.2488954814422
36293.09555714522,Standard,West,No,615.5888219368383
40843.23844628795,Premium,North,Yes,462.7132296980115
45169.040699899844,Standard,South,No,424.16371811359346
32534.971194024987,Premium,South,Yes,662.6448039276405
38731.678451458196,Standard,West,No,442.2148913092277
39788.37357434227,Premium,West,Yes,507.81211235874827
35633.85418714805,Premium,North,Yes,371.25903310721867
7602.561251403218,Premium,West,Yes,709.397744020095
5036.927002676162,Premium,East,No,657.567281626164
34596.823461110194,Premium,South,Yes,388.9248409261669
9613.38555121874,Premium,North,Yes,471.83999950267577
33554.00022724863,Premium,North,No,524.8448177042073
37657.25304220822,Premium,North,Yes,435.0958303031055
6452.314069297779,Standard,East,No,221.47251763490465
8133.108807825346,Standard,North,No,440.779719210303
35773.87203653113,Standard,West,No,617.4831319887896
21015.84359620446,Standard,North,Yes,556.908417016016
39370.31295174268,Premium,East,No,516.955591338572
35364.18863321237,Premium,South,No,620.6633427673368
15749.495051664062,Premium,South,Yes,651.5861429524925
42364.18548394753,Premium,East,No,507.5872866980676
12345.786813647343,Standard,North,No,281.3556032840337
47108.906323749,Premium,West,Yes,455.5401316991434
25701.9946431865,Standard,South,Yes,723.1842526121399
25872.193907211924,Standard,South,Yes,550.3158982093881
18090.890360975194,Premium,North,Yes,491.3634910260252
47863.30833579963,Premium,North,Yes,660.2011058762158
29481.391322733125,Standard,West,Yes,445.3380911070012
41525.44285156792,Standard,South,No,300.0431809923332
21297.06026145026,Premium,North,No,416.05658021434624
46592.203285449614,Premium,South,Yes,542.6545075836556
21893.8941280919,Premium,South,No,585.0578503150571
8713.51940106164,Premium,West,Yes,538.6513267747496
12137.111462743813,Premium,East,Yes,549.8390305710928
10224.71984273499,Premium,North,Yes,450.96702457393235
6071.724874586397,Premium,West,Yes,485.281216563021
29810.092907825907,Premium,East,No,535.2538383227059
34350.25351238315,Standard,East,Yes,300.2000709367808
37056.57421266325,Premium,West,No,590.800663555379
29107.381406363773,Premium,North,No,504.8282960050667
40212.03752115668,Standard,West,No,575.749891462806
9244.032355310435,Premium,West,No,516.3175934473348
12273.940212349935,Premium,North,Yes,505.3330992228693
29883.998075582094,Standard,North,Yes,492.9341974246427
44233.22757218303,Premium,East,Yes,486.02800715817864
22275.956668897852,Standard,North,Yes,471.49880931902663
23730.330696126446,Premium,South,Yes,560.578077428732
8621.440702040916,Standard,East,No,399.64688416786794
35031.23739850185,Premium,South,Yes,485.84054446411767
39784.563169905436,Standard,West,No,401.97424235163476
14714.688038270277,Premium,West,Yes,263.2795610957097
7785.089420285831,Premium,West,No,512.9165068387166
38154.4459609011,Standard,East,Yes,614.9870373821137
41524.25267101778,Standard,South,Yes,548.8538900017346
5096.782602185681,Standard,West,Yes,194.6225999934441
20221.64762652406,Premium,West,No,682.3155390931399
23011.96375216346,Standard,East,Yes,474.7209835471227
14664.440305063155,Premium,South,Yes,499.2619586731139
31250.704028275053,Premium,North,Yes,373.43057864846156
47554.58063791343,Premium,East,No,548.2494295451405
44288.60655645213,Premium,South,Yes,510.9844689028773
40971.9506891774,Standard,West,Yes,495.3516873110827
36498.75194330438,Standard,North,No,518.256781015449
8307.639611966133,Standard,West,No,497.99763104752236
33454.86819730334,Standard,North,No,570.9631525217171
48356.736752209574,Standard,North,Yes,540.3144060703959
47202.6112848208,Standard,East,Yes,476.97049781231203
12424.898667563124,Premium,East,No,333.9055591270682
47860.88107753966,Premium,South,No,335.3873522575152
43920.95561899039,Standard,East,No,532.3508546506299
34560.56441987681,Standard,North,Yes,613.5568098153739
16021.576723124012,Standard,South,Yes,508.9971010921526
19795.71076503701,Standard,West,Yes,589.3131191350334
6772.7620283792,Premium,East,Yes,342.16048783144356
12897.684599719525,Premium,East,Yes,460.66470618386245
41223.49953395172,Premium,West,No,601.4827712073205
45155.32949484854,Premium,East,No,593.4587276591295
8430.370127286278,Premium,East,Yes,521.6088810134481
38054.1558814786,Standard,East,No,455.1076847573941
14003.889764613401,Premium,West,No,538.3879379117299
45357.808752916695,Standard,East,Yes,647.8407226459537
23578.104392152098,Premium,South,Yes,460.6870138624108
47845.94733785671,Standard,South,No,545.5186248431138
29834.599234023415,Standard,West,Yes,447.4918907114181
47706.387781102734,Premium,North,Yes,453.75089911565817
12642.008187381893,Standard,South,Yes,641.8894929053506
15893.58284046557,Standard,North,No,333.16940592727076
16823.47999467911,Premium,North,Yes,452.76241494433384
14292.674507734338,Premium,North,Yes,459.66216882608234
14404.544272579657,Premium,East,No,562.2418825552674
15296.955578073459,Standard,West,Yes,464.30209923536256
43572.75224921754,Standard,East,Yes,661.3380833668805
43551.850006852896,Standard,South,No,615.5824235606513
33244.071299056,Standard,South,Yes,348.6541348603844
30038.88824713469,Standard,North,No,519.3018424961276
42171.86088302727,Standard,South,Yes,447.21962848147103
23225.479361390113,Premium,East,No,486.0120888284856
44689.35460097548,Premium,North,No,559.426452315226
21363.609892496002,Premium,North,Yes,580.1535133942398
43566.1196035633,Standard,West,No,468.08598316983125
18978.83345626779,Standard,East,Yes,566.8794846191713
10236.183075451554,Premium,East,No,563.4885359333009
19605.46123864928,Premium,East,No,523.9612356915659
15954.31599284321,Standard,West,No,272.52488427727224
24050.55143424492,Standard,West,Yes,413.19969948935363
39222.70420465823,Standard,East,Yes,542.5891538389607
11636.545396258578,Standard,South,Yes,434.36294034223977
42584.56316000417,Premium,East,No,511.0172247728417
21935.750675970434,Standard,South,No,541.6084128104266
21354.918955490608,Premium,South,Yes,527.881458276982
30156.273344732253,Standard,East,Yes,558.9396026604356
18047.011821655346,Premium,East,No,517.2013456322754
11668.167140426282,Premium,East,No,396.9041723452325
38965.585255050675,Standard,East,Yes,527.8847081146727
32338.49413682816,Standard,South,Yes,340.3146871172338
45548.92425753775,Standard,West,Yes,497.9121998624915
26926.393203081447,Premium,West,Yes,486.09534054727004
18618.487735927498,Standard,North,No,656.6118577253123
29482.98043425402,Standard,West,Yes,424.3055636117561
5282.930786420922,Premium,East,No,439.96355844766936
18177.95494747996,Standard,West,Yes,491.88841591080705
46715.63385416867,Premium,West,Yes,471.6443031613553
30936.710983895784,Premium,South,Yes,491.2827982670101
5176.493287038905,Standard,South,No,407.22865995844023
35164.33229311835,Premium,West,No,617.3475114096586
46869.96798443216,Premium,West,Yes,456.29917775234657
42334.95748290103,Standard,North,No,326.6842834712603
16090.019767462152,Standard,North,No,442.3830476061804
20089.92920714176,Premium,East,Yes,722.2735640586824
14824.351014324537,Premium,North,No,480.9134190191767
17446.454395123837,Standard,East,No,432.69984979312187
42313.254649909904,Standard,East,Yes,475.29977068964985
17198.055806043893,Premium,East,No,568.631351122255
22813.47575057387,Standard,West,No,535.4950065441531
38976.68166736459,Standard,South,Yes,600.0298377521005
11083.05163283674,Standard,East,Yes,294.24050175820173
42078.59577874565,Standard,North,No,376.72796077153686
17671.150037279534,Premium,North,Yes,514.5935932835296
14124.162090377376,Premium,West,Yes,549.7193165712371
37655.54353907749,Premium,East,Yes,562.8438828570828
48781.48756365554,Standard,West,No,476.4130242617626
41914.465924176955,Standard,West,Yes,458.26293058884573
43064.02847753579,Standard,West,Yes,457.9209634979543
16502.72637846845,Standard,North,No,474.44621995631803
6783.175663538265,Standard,South,No,404.0645524399022
48296.78943138383,Standard,West,Yes,323.28311533966416
48199.4363121906,Standard,East,No,564.6532325194531
28278.870242699173,Premium,West,No,526.7768217720712
36362.485186877115,Premium,West,No,387.8579103995912
27356.12346553543,Premium,West,No,476.76233339722376
14721.5584727814,Standard,North,Yes,497.6934148394563
33580.466777451365,Premium,North,No,365.78704372556064
20109.307043438755,Standard,North,Yes,395.4282509348172
32948.39250052326,Standard,West,No,453.7591877819627
43282.94710947152,Standard,West,No,581.3109087249793
21192.715697200278,Premium,West,No,569.4801697285932
25023.475618678985,Standard,East,Yes,415.2547006195181
46311.2521307737,Premium,North,No,606.861239584764
44466.443327980975,Premium,South,Yes,428.0255148520989
38209.222895975014,Premium,North,Yes,472.2155318387171
24540.459535071168,Premium,North,No,401.8347533411581
45574.663948406764,Premium,South,Yes,454.38874904253834
27223.19761667286,Standard,East,No,379.54142797368763
49985.00248349997,Premium,North,No,503.51584409376534
37738.34721277753,Standard,West,No,348.7842934059838
30581.31617833095,Standard,East,Yes,677.8687274470644
43793.71777200076,Standard,North,Yes,610.0046901963799
28558.614787385803,Premium,South,Yes,406.2727325481523
39658.076366497946,Premium,West,No,407.9217693264202
48350.72182373831,Premium,North,No,618.8381148777373
31743.682117551652,Premium,North,No,419.9328199263093
20915.891108334392,Standard,North,Yes,415.5897954116448
13881.309558832021,Standard,West,No,490.77259184005896
16517.814213454985,Premium,West,No,565.9521300689324
13308.496785572595,Standard,North,No,450.4939462802813
41338.54472664145,Standard,West,Yes,457.9421146618403
29218.72230855202,Standard,South,No,573.5293975102161
26443.917921577868,Standard,South,Yes,486.30655605712025
37051.81367711954,Standard,North,No,452.2129933094973
6189.552623074392,Standard,West,Yes,602.6841157692098
29364.603868181825,Premium,North,Yes,536.4492285003895
7914.8570418052295,Premium,West,Yes,519.2090057051804
10961.619307967361,Standard,West,Yes,598.7596169825891
21548.406433868447,Premium,North,No,517.672447665912
14952.141083886334,Standard,South,No,426.0577794802733
19035.078869275585,Premium,West,No,652.6492496342814
37921.39620742857,Standard,South,No,421.9248767846417
10515.601498351087,Premium,East,Yes,636.2838349419787
33310.79294128266,Standard,North,Yes,651.8430971228753
39196.41366889395,Premium,North,Yes,774.3124698066554
35091.372249495165,Standard,South,Yes,303.21567516693176
7946.64871830473,Premium,East,No,555.3908919553137
25573.774858651585,Premium,East,No,478.9176970381174
45565.83578748508,Standard,South,No,345.44908554863406
28752.23646948674,Premium,East,Yes,408.1820148636855
6336.648154884958,Standard,North,No,561.6308900534414
40848.66812414997,Standard,East,Yes,375.0363366082653
26344.814762536364,Standard,North,Yes,508.6570408458948
21395.08762739276,Standard,South,No,486.5326485773321
33508.30049745545,Standard,East,No,500.73305810558594
9607.200653143986,Premium,North,No,547.961852066039
20258.99645908214,Premium,East,No,573.1036363402911
6259.414568390242,Standard,North,Yes,430.5915732276819
11139.659949014032,Premium,North,No,457.2414106216016
39446.93091093973,Premium,East,No,489.2069863598837
44860.33170813369,Premium,North,No,553.0494603043396
11315.613806032681,Standard,South,No,469.0727854849452
5669.753933693557,Standard,West,Yes,681.8589459012233
46991.86482210489,Standard,South,Yes,539.4250858655564
9432.770482326718,Premium,North,No,627.122396639133
6306.025148121847,Premium,East,No,492.2697853812089
11634.436013142631,Premium,West,Yes,475.43050107998715
5523.886321541484,Standard,South,Yes,644.2514795895805
26273.59021510373,Standard,West,Yes,475.78286329183163
41280.17630818603,Premium,South,Yes,526.1857594955623
20206.938734719763,Standard,West,No,567.0851150337853
28068.395948116,Standard,North,Yes,484.2623541375812
26129.444672918376,Premium,North,No,595.1379922146994
46796.19991529372,Standard,West,Yes,503.5838921012412
43178.528229391406,Standard,North,Yes,431.08986280555723
13200.501319311521,Standard,West,Yes,462.4859762023019
9932.21995248682,Premium,North,No,595.3148111504693
6965.155796714833,Standard,East,No,507.45231183365973
21938.85133433875,Standard,North,No,564.1166095988096
10861.191425844208,Standard,North,Yes,547.0358890834684
13893.26613084935,Premium,West,No,508.5246507840859
40765.80674360905,Standard,East,Yes,421.6580306325568
40683.77308435051,Standard,South,No,519.224736231722
43971.47479713491,Premium,East,No,570.8405035671398
22216.032621630064,Premium,North,Yes,626.907442868447
19140.351360142697,Standard,West,Yes,623.7334039488762
42360.7996949369,Premium,East,No,588.4260539338617
33361.63965812959,Premium,South,No,359.6597037123436
48419.32732206134,Standard,North,Yes,506.91339851549986
32097.50151988293,Standard,North,No,446.94578105335665
42684.13793723211,Premium,South,No,548.4357881533977
44447.73343448204,Standard,East,No,444.1053779779168
15103.175154825483,Premium,North,No,423.45152378917527
26019.50687033782,Premium,West,No,458.84676303725297
41528.49905897126,Standard,West,No,564.36158828821
34682.86556033212,Premium,West,Yes,415.738994431345
22281.92277773596,Premium,West,No,462.47038578665445
10514.638562107153,Premium,West,No,533.9955354056842
39413.136944214835,Premium,West,No,596.0422564294856
33916.01046551611,Standard,East,No,508.31736331393677
38676.940505444036,Standard,East,No,479.3346370766834
35477.37046509714,Standard,East,Yes,572.2135977710141
49865.86299767187,Standard,North,Yes,756.5989395448064
31783.71724584506,Premium,West,Yes,599.3961513515967
18461.565916732958,Standard,South,No,536.5246089216619
12928.544769271019,Standard,West,No,466.20292238325294
13073.466168233284,Standard,East,Yes,571.0511226116729
49432.22041920196,Premium,South,No,457.19151253535165
6007.152274171614,Premium,East,Yes,553.4350650006519
