"ErrorCPBSSSCIImCashSettlement","import_txn_mcash_count                                                                                                                                                                                                                                         ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorConcertoSCIIDeRegistration","import_txn                                                                                                                                                                                                                                                     ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIMTPOSStockInfo","import_txn                                                                                                                                                                                                                                                     ","Y","Y","|","Y","TXT","Y","1.0000000000","a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSSalesOrders","import_txn_mtpos                                                                                                                                                                                                                                               ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorIPTVSalesComm","import_txn_bcc_tvsubmit                                                                                                                                                                                                                                        ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSMobileCommission","import_txn_bcc_mobsubmit                                                                                                                                                                                                                                       ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSTV","import_txn_bcc_tvclosed                                                                                                                                                                                                                                        ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSMobile","import_txn_bcc_mobclosed                                                                                                                                                                                                                                       ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSSNBBVAS","import_txn_bcc_bbclosed                                                                                                                                                                                                                                        ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSDELSubmit","import_txn_bcc_delsubmit                                                                                                                                                                                                                                       ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSDELClosed","import_txn_bcc_delclosed                                                                                                                                                                                                                                       ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"EDWSCIImRemitTransactions","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"SingtelDashSCIIDash","import_txn                                                                                                                                                                                                                                                     ","Y",,"\,",,"CSV",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"CustomVPVendorSummary","import_txn                                                                                                                                                                                                                                                     ","Y2",,,,"XLSX",,"1.0000000000","a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"CustomVPVendorDetail","import_txn                                                                                                                                                                                                                                                     ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"TriggerVPRecon","import_txn                                                                                                                                                                                                                                                     ",,,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValueInternalCEAdjustment","import_fv_Internal_CEA                                                                                                                                                                                                                                         ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ClassifierExtPrepaidEligibleDealers","import_clgc_pp_elig                                                                                                                                                                                                                                            ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"PrepaidSCIIIDAReport","import_txn                                                                                                                                                                                                                                                     ","Y",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ODSSalesOrders","import_txn_mtpos                                                                                                                                                                                                                                               ","Y","Y","|","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"TransactionLivechatRevenue","import_txn                                                                                                                                                                                                                                                     ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ConcertoSCIIDeRegistration","import_txn_dereg                                                                                                                                                                                                                                               ","Y","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BuildRolldownRelationship","import_txn                                                                                                                                                                                                                                                     ","N",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorTransactionAdvtRevenue","import_txn_advt_rev                                                                                                                                                                                                                                            ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"SCSSSCIIBSCSalesOrders","import_txn_scss                                                                                                                                                                                                                                                ","Y","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIChannelPartnerHierarchy","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\\^","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIDiscountInfo","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ODSDELSubmit","import_txn_bcc_delsubmit                                                                                                                                                                                                                                       ","Y","Y","|","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSCancellationOrder","import_txn                                                                                                                                                                                                                                                     ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ErrorODSSNBBOrder","import_txn_bcc_bbsubmit                                                                                                                                                                                                                                        ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"SAPSCIIPhoenixCard","import_txn                                                                                                                                                                                                                                                     ","Y","Y","\,","Y","CSV","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"EMTUSCIIPrepaidCreditPurchase","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\,","Y","CSV","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ECMSSCIIManualTopup","import_txn                                                                                                                                                                                                                                                     ","Y",,"\\t",,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"EDWPrepaidSIM","import_txn                                                                                                                                                                                                                                                     ",,,,,,,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"AtomicSCIISingtelMusic","import_txn                                                                                                                                                                                                                                                     ","Y","Y","|","Y","DAT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIClosedSmartHomeOrders","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIISubmittedSmartHomeOrders","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIVoucherInfo","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValuePrepaidInternalMetricWeights","import_fv_advt_target                                                                                                                                                                                                                                          ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ResetFile","import_txn                                                                                                                                                                                                                                                     ","N",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValuePrepaidInternalProductTarget","import_fv_advt_target                                                                                                                                                                                                                                          ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"PositionRelationPrepaidInternalDealerAMMapping","import_posreln                                                                                                                                                                                                                                                 ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"TriggerSERMobileTransactions","import_txn                                                                                                                                                                                                                                                     ",,,"TAB",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"EDWSCIIDashSignUp","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","TAB",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"VSOPSCIIIMEIMatching","import_txn_vsop                                                                                                                                                                                                                                                ","Y",,"|",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValueExtPrepaidProductTarget","import_fv_advt_target                                                                                                                                                                                                                                          ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"PositionRelationSTVTelesalesDealerAMMapping","import_posreln                                                                                                                                                                                                                                                 ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"SAPSCIIBulkSalesZYRPT212","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","|","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"SAPSCIIPrepaidSIM","import_txn                                                                                                                                                                                                                                                     ","Y","Y","\,",,"CSV",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"PositionRelationCSIDealerAMMapping","import_posreln                                                                                                                                                                                                                                                 ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"CustomSCIIEZLinkDash","import_txn                                                                                                                                                                                                                                                     ","Y",,"TAB",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"CustomDashMatching","import_txn                                                                                                                                                                                                                                                     ","Y",,"TAB",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"EDWSCIIDashTopUp","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","TAB",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ClassifierMobileRoadshow","import_clgc_dereg_elig                                                                                                                                                                                                                                         ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ClassifierRoadshow","import_clgc_dereg_elig                                                                                                                                                                                                                                         ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ClassifierRoadshowSalesmanMap","import_clgc_dereg_elig                                                                                                                                                                                                                                         ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIODSDashRegistration","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","TAB","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"PrepaidSCIIRMT0081","import_txn_rmt0081                                                                                                                                                                                                                                             ","Y","Y","\,","Y","CSV","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIICancellationOrders","import_txn                                                                                                                                                                                                                                                     ","Y","Y","|","Y","TXT","Y","1.0000000000","a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIICSTIChangeOrders","import_txn                                                                                                                                                                                                                                                     ","Y",,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIBundleOrders","import_txn                                                                                                                                                                                                                                                     ","Y","Y","|","Y","TXT","Y","1.0000000000","a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIISubmittedMobileOrders","import_txn_bcc_mobsubmit                                                                                                                                                                                                                                       ","Y2","Y","|","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIISubmittedBroadBandOrders","import_txn_bcc_bbsubmit                                                                                                                                                                                                                                        ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIClosedMobileOrders","import_txn_bcc_mobsubmit                                                                                                                                                                                                                                       ","Y2","Y","|","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIClosedFixedVoiceStandaloneOrders","import_txn_bcc_delclosed                                                                                                                                                                                                                                       ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIClosedBroadBandOrders","import_txn_bcc_bbsubmit                                                                                                                                                                                                                                        ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIMTPOSSalesOrders","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\\t",,"TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIClosedTVOrders","import_txn_bcc_tvclosed                                                                                                                                                                                                                                        ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIISubmittedTVOrders","import_txn_bcc_tvsubmit                                                                                                                                                                                                                                        ","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"ITDMSCIIPrepaidTopup","import_txn                                                                                                                                                                                                                                                     ","Y","Y","|","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValueMobileSERGATarget","import_fv_ser_target                                                                                                                                                                                                                                           ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"HRCentralSCIISalesmanProfile","import_payee_hrc                                                                                                                                                                                                                                               ","Y","Y","\\^",,"TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValueCSITarget","import_fv_stv_target                                                                                                                                                                                                                                           ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValueBSCCVTarget","import_fv_advt_target                                                                                                                                                                                                                                          ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"TriggerBundleBoosterDaily","import_txn                                                                                                                                                                                                                                                     ",,,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"TriggerMobileSERR2","import_txn                                                                                                                                                                                                                                                     ",,,"\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"MDLTDigiTelesalesPointTarget","import_plmc_pnttgt                                                                                                                                                                                                                                             ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"MDLTDigiTelesalesProductTarget","import_plmc_prdtgt                                                                                                                                                                                                                                             ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValueDirectSalesTarget","import_fv_stv_target                                                                                                                                                                                                                                           ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"COGNOSSCIISIM","import_txn                                                                                                                                                                                                                                                     ","H",,"\\t",,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"FixedValuemRemitPartTimerWorkingHours","import_plmc_parttimerhours                                                                                                                                                                                                                                     ","Y2",,,,"XLS",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"MDLTCCOTeamTarget","import_plmc_pnttgt                                                                                                                                                                                                                                             ","Y2",,,,"XLSX",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"EDWSCIICCOProfiles","import_payee_hrc","Y2","Y","\\t","Y","TXT","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"BCCSCIIEPCExtract","import_txn","Y",,"|",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"EDWSCIImRemitTransactions_duplicate","import_txn                                                                                                                                                                                                                                                     ","Y2","Y","\,","Y","CSV","Y",,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
"HRCentralSCIILeaveDetails","import_payee_leave                                                                                                                                                                                                                                             ","Y2","Y","\\t",,"TXT",,,"a-sankarm@singtel.com\,xv.govardhan.bevara@singtel.com\,sankar.mathiyazhagan@accenture.com\,xv.archana.boopathi@singtel.com"
