Validation,EffectiveStartDate,EffectiveEndDate,Value,Team,Product,Title
OK,2024-06-01,2024-06-30,33,STS - Singtel Shop Tampines Mall,Prepaid GA,STS - Retail Exec
OK,2024-06-01,2024-06-30,96,STS - Singtel Shop Tampines Mall,Mobile Add On,STS - Retail Exec
OK,2024-06-01,2024-06-30,53,STS - Singtel Shop Tampines Mall,SNBB Add On,STS - Retail Exec
OK,2024-06-01,2024-06-30,5,STS - Singtel Shop Tampines Mall,TV App,STS - Retail Exec
OK,2024-06-01,2024-06-30,10,STS - Singtel Shop Tampines Mall,TV Content,STS - Retail Exec
OK,2024-06-01,2024-06-30,12853,STS - Singtel Shop Tampines Mall,Accessories,STS - Retail Exec
OK,2024-06-01,2024-06-30,55884,STS - Singtel Shop Tampines Mall,Handset,STS - Retail Exec
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Tampines Mall,Combo RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,90,STS - Singtel Shop Tampines Mall,Mobile Share RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,194,STS - Singtel Shop Tampines Mall,SIM Only RES GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,122,STS - Singtel Shop Tampines Mall,Combo CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,59,STS - Singtel Shop Tampines Mall,Mobile Share CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Tampines Mall,SIM Only CIS GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,612,STS - Singtel Shop Tampines Mall,Mobile RES Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,207,STS - Singtel Shop Tampines Mall,Mobile CIS Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,177,STS - Singtel Shop Tampines Mall,FTTH GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,70,STS - Singtel Shop Tampines Mall,FTTH Recon,STS - Store Mgr
OK,2024-06-01,2024-06-30,106,STS - Singtel Shop Tampines Mall,TV GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Tampines Mall,MBB Integrated GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,487,STS - Singtel Shop Tampines Mall,Prepaid GA,STS - Store Mgr
OK,2024-06-01,2024-06-30,1416,STS - Singtel Shop Tampines Mall,Mobile Add On,STS - Store Mgr
OK,2024-06-01,2024-06-30,699,STS - Singtel Shop Tampines Mall,SNBB Add On,STS - Store Mgr
OK,2024-06-01,2024-06-30,43,STS - Singtel Shop Tampines Mall,TV App,STS - Store Mgr
OK,2024-06-01,2024-06-30,129,STS - Singtel Shop Tampines Mall,TV Content,STS - Store Mgr
OK,2024-06-01,2024-06-30,11151,STS - Singtel Shop Tampines Mall,Prepaid Revenue,STS - Store Mgr
OK,2024-06-01,2024-06-30,192790,STS - Singtel Shop Tampines Mall,Accessories,STS - Store Mgr
OK,2024-06-01,2024-06-30,838236,STS - Singtel Shop Tampines Mall,Handset,STS - Store Mgr
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Tampines Mall,Combo RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,90,STS - Singtel Shop Tampines Mall,Mobile Share RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,194,STS - Singtel Shop Tampines Mall,SIM Only RES GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,122,STS - Singtel Shop Tampines Mall,Combo CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,59,STS - Singtel Shop Tampines Mall,Mobile Share CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Tampines Mall,SIM Only CIS GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,612,STS - Singtel Shop Tampines Mall,Mobile RES Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,207,STS - Singtel Shop Tampines Mall,Mobile CIS Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,177,STS - Singtel Shop Tampines Mall,FTTH GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,70,STS - Singtel Shop Tampines Mall,FTTH Recon,STS - Assistant Manager
OK,2024-06-01,2024-06-30,106,STS - Singtel Shop Tampines Mall,TV GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Tampines Mall,MBB Integrated GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,487,STS - Singtel Shop Tampines Mall,Prepaid GA,STS - Assistant Manager
OK,2024-06-01,2024-06-30,1416,STS - Singtel Shop Tampines Mall,Mobile Add On,STS - Assistant Manager
OK,2024-06-01,2024-06-30,699,STS - Singtel Shop Tampines Mall,SNBB Add On,STS - Assistant Manager
OK,2024-06-01,2024-06-30,43,STS - Singtel Shop Tampines Mall,TV App,STS - Assistant Manager
OK,2024-06-01,2024-06-30,129,STS - Singtel Shop Tampines Mall,TV Content,STS - Assistant Manager
OK,2024-06-01,2024-06-30,11151,STS - Singtel Shop Tampines Mall,Prepaid Revenue,STS - Assistant Manager
OK,2024-06-01,2024-06-30,192790,STS - Singtel Shop Tampines Mall,Accessories,STS - Assistant Manager
OK,2024-06-01,2024-06-30,838236,STS - Singtel Shop Tampines Mall,Handset,STS - Assistant Manager
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Tampines Mall,Combo RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,90,STS - Singtel Shop Tampines Mall,Mobile Share RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,194,STS - Singtel Shop Tampines Mall,SIM Only RES GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,122,STS - Singtel Shop Tampines Mall,Combo CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,59,STS - Singtel Shop Tampines Mall,Mobile Share CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Tampines Mall,SIM Only CIS GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,612,STS - Singtel Shop Tampines Mall,Mobile RES Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,207,STS - Singtel Shop Tampines Mall,Mobile CIS Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,177,STS - Singtel Shop Tampines Mall,FTTH GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,70,STS - Singtel Shop Tampines Mall,FTTH Recon,STS - Technical Mgr
OK,2024-06-01,2024-06-30,106,STS - Singtel Shop Tampines Mall,TV GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Tampines Mall,MBB Integrated GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,487,STS - Singtel Shop Tampines Mall,Prepaid GA,STS - Technical Mgr
OK,2024-06-01,2024-06-30,1416,STS - Singtel Shop Tampines Mall,Mobile Add On,STS - Technical Mgr
OK,2024-06-01,2024-06-30,699,STS - Singtel Shop Tampines Mall,SNBB Add On,STS - Technical Mgr
OK,2024-06-01,2024-06-30,43,STS - Singtel Shop Tampines Mall,TV App,STS - Technical Mgr
OK,2024-06-01,2024-06-30,129,STS - Singtel Shop Tampines Mall,TV Content,STS - Technical Mgr
OK,2024-06-01,2024-06-30,11151,STS - Singtel Shop Tampines Mall,Prepaid Revenue,STS - Technical Mgr
OK,2024-06-01,2024-06-30,192790,STS - Singtel Shop Tampines Mall,Accessories,STS - Technical Mgr
OK,2024-06-01,2024-06-30,838236,STS - Singtel Shop Tampines Mall,Handset,STS - Technical Mgr
OK,2024-06-01,2024-06-30,226,STS - Singtel Shop Tampines Mall,Combo RES GA,STS - Shop
OK,2024-06-01,2024-06-30,90,STS - Singtel Shop Tampines Mall,Mobile Share RES GA,STS - Shop
OK,2024-06-01,2024-06-30,194,STS - Singtel Shop Tampines Mall,SIM Only RES GA,STS - Shop
OK,2024-06-01,2024-06-30,122,STS - Singtel Shop Tampines Mall,Combo CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,59,STS - Singtel Shop Tampines Mall,Mobile Share CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,4,STS - Singtel Shop Tampines Mall,SIM Only CIS GA,STS - Shop
OK,2024-06-01,2024-06-30,612,STS - Singtel Shop Tampines Mall,Mobile RES Recon,STS - Shop
OK,2024-06-01,2024-06-30,207,STS - Singtel Shop Tampines Mall,Mobile CIS Recon,STS - Shop
OK,2024-06-01,2024-06-30,177,STS - Singtel Shop Tampines Mall,FTTH GA,STS - Shop
OK,2024-06-01,2024-06-30,70,STS - Singtel Shop Tampines Mall,FTTH Recon,STS - Shop
OK,2024-06-01,2024-06-30,106,STS - Singtel Shop Tampines Mall,TV GA,STS - Shop
OK,2024-06-01,2024-06-30,19,STS - Singtel Shop Tampines Mall,MBB Integrated GA,STS - Shop
OK,2024-06-01,2024-06-30,487,STS - Singtel Shop Tampines Mall,Prepaid GA,STS - Shop
OK,2024-06-01,2024-06-30,1416,STS - Singtel Shop Tampines Mall,Mobile Add On,STS - Shop
OK,2024-06-01,2024-06-30,699,STS - Singtel Shop Tampines Mall,SNBB Add On,STS - Shop
OK,2024-06-01,2024-06-30,43,STS - Singtel Shop Tampines Mall,TV App,STS - Shop
OK,2024-06-01,2024-06-30,129,STS - Singtel Shop Tampines Mall,TV Content,STS - Shop
OK,2024-06-01,2024-06-30,11151,STS - Singtel Shop Tampines Mall,Prepaid Revenue,STS - Shop
OK,2024-06-01,2024-06-30,192790,STS - Singtel Shop Tampines Mall,Accessories,STS - Shop
OK,2024-06-01,2024-06-30,838236,STS - Singtel Shop Tampines Mall,Handset,STS - Shop
