ORDERID,LINENUMBER,SUBLINENUMBER,EVENTTYPEID,COLUMN_NAME,ORACLE,HANA
TV-406480984A-406480985A8901882N,1,2864898139,TV Closed,PONUMBER,13808681347,5118.0
TV-406480984A-406480985A8901882N,1,2864898139,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406502321A-406502322A10242181N,1,66444088,TV Closed,PONUMBER,13808686079,5162.0
TV-406502321A-406502322A10242181N,1,66444088,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406511327A-406511328A10242181N,1,125448635,TV Closed,PONUMBER,13808673321,5061.0
TV-406511327A-406511328A10242181N,1,125448635,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406514851A-406514856A9007412N,1,68439331,TV Closed,PONUMBER,13808679694,5103.0
TV-406514851A-406514856A9007412N,1,68439331,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406497537A-406497538A26590334N,1,3048628210,TV Closed,PONUMBER,13808728371,5758.0
TV-406497537A-406497538A26590334N,1,3048628210,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406497121A-406497122A10242181N,1,3046239912,TV Closed,PONUMBER,13662878935,5752.0
TV-406497121A-406497122A10242181N,1,3046239912,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406497121A-406497122A9441983N,1,3046242143,TV Closed,PONUMBER,13662878935,5752.0
TV-406497121A-406497122A9441983N,1,3046242143,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406504182A-406504184A11914761N,1,97193870,TV Closed,PONUMBER,13808689303,5401.0
TV-406504182A-406504184A11914761N,1,97193870,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406511327A-406511328A14942N,1,2836330348,TV Closed,PONUMBER,13808673321,5061.0
TV-406511327A-406511328A14942N,1,2836330348,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406515308A-406515309A8848062N,1,2091311412,TV Closed,PONUMBER,13808670786,5035.0
TV-406515308A-406515309A8848062N,1,2091311412,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406497537A-406497538A10242181N,1,3048624656,TV Closed,PONUMBER,13808728371,5758.0
TV-406497537A-406497538A10242181N,1,3048624656,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406497537A-406497538A9442183N,1,3048628213,TV Closed,PONUMBER,13808728371,5758.0
TV-406497537A-406497538A9442183N,1,3048628213,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406498073A-406498074A13032481N,1,2817100369,TV Closed,PONUMBER,13808712146,5664.0
TV-406498073A-406498074A13032481N,1,2817100369,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406600707A-406600708A19569381N,1,3103411356,TV Closed,PONUMBER,13808746390,5891.0
TV-406601341A-406601342A11348831N,1,3103412492,TV Closed,PONUMBER,13808746391,5892.0
TV-406601341A-406601342A9439433N,1,3103412778,TV Closed,PONUMBER,13808746391,5892.0
TV-406601469A-406601470A8848052N,1,2986191852,TV Closed,PONUMBER,13808662844,4979.0
TV-406651355A-406651356A25946604N,1,3051641994,TV Closed,PONUMBER,13808681767,5122.0
TV-406651492A-406651493A2232376N,1,3103512888,TV Closed,PONUMBER,13808686111,5165.0
TV-406511974A-406511975A10242181N,1,2709305833,TV Closed,PONUMBER,13792884718,5494.0
TV-406511974A-406511975A10242181N,1,2709305833,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406515308A-406515309A10242181N,1,2985876733,TV Closed,PONUMBER,13808670786,5035.0
TV-406515308A-406515309A10242181N,1,2985876733,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406515367A-406515368A3350985N,1,3085964955,TV Closed,PONUMBER,13645176809,5136.0
TV-406515367A-406515368A3350985N,1,3085964955,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406519653A-406519654A8901882N,1,92038864,TV Closed,PONUMBER,13808695366,5541.0
TV-406519653A-406519654A8901882N,1,92038864,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406498073A-406498074A10242181N,1,2721639547,TV Closed,PONUMBER,13808712146,5664.0
TV-406498073A-406498074A10242181N,1,2721639547,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406502321A-406502322A13899281N,1,2480208047,TV Closed,PONUMBER,13808686079,5162.0
TV-406502321A-406502322A13899281N,1,2480208047,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406508629A-406508630A10242181N,1,3099279576,TV Closed,PONUMBER,13796035400,5829.0
TV-406508629A-406508630A10242181N,1,3099279576,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406507311A-406507312A14942N,1,2843281577,TV Closed,PONUMBER,13808717341,5697.0
TV-406507311A-406507312A14942N,1,2843281577,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406512527A-406512528A10242181N,1,2794979293,TV Closed,PONUMBER,13808670807,5036.0
TV-406512527A-406512528A10242181N,1,2794979293,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406666431A-406666432A25946584N,1,3103549031,TV Closed,PONUMBER,13808674276,5065.0
TV-406666431A-406666432A3210846N,1,3103549033,TV Closed,PONUMBER,13808674276,5065.0
TV-406667210A-406667212A11654551N,1,2972341797,TV Closed,PONUMBER,13808721764,5724.0
TV-406668847A-406668848A71315676N,1,3066935645,TV Closed,PONUMBER,13606462742,5131.0
TV-406668847A-406668848A71315096N,1,3103552458,TV Closed,PONUMBER,13808682722,5131.0
TV-406669101A-406669102A19569211N,1,3100065966,TV Closed,PONUMBER,13750332190,5147.0
TV-406678658A-406678659A8847422N,1,3103574635,TV Closed,PONUMBER,13808686718,5215.0
TV-406678658A-406678659A9185162N,1,3103574639,TV Closed,PONUMBER,13808686718,5215.0
TV-406669179A-406669180A2232376N,1,3103552782,TV Closed,PONUMBER,13808686692,5214.0
TV-406681347A-406681348A14942N,1,3103582906,TV Closed,PONUMBER,13808704530,5609.0
TV-406670525A-406670526A13503971N,1,3103558420,TV Closed,PONUMBER,13800232114,5602.0
TV-406670525A-406670526A18926444N,1,3103558428,TV Closed,PONUMBER,13800232114,5602.0
TV-406671385A-406671386A2232376N,1,3103555919,TV Closed,PONUMBER,13808686753,5216.0
TV-406685148A-406685149A19569211N,1,3103593181,TV Closed,PONUMBER,13808731030,5779.0
TV-406659803A-406659804A2232376N,1,3103533225,TV Closed,PONUMBER,13808686515,5197.0
TV-406631509A-406631510A8901882N,1,2774667195,TV Closed,PONUMBER,13808713596,5674.0
TV-406631684A-406631685A18926434N,1,3074578183,TV Closed,PONUMBER,13606108403,5352.0
TV-406618586A-406618587A19569381N,1,3103448868,TV Closed,PONUMBER,13808691606,5482.0
TV-406677490A-406677491A8848052N,1,2976927791,TV Closed,PONUMBER,13808722204,5728.0
TV-406679409A-406679410A11650961N,1,3103577433,TV Closed,PONUMBER,13808703031,5599.0
TV-406633393A-406633476A11654561N,1,3103469056,TV Closed,PONUMBER,13808671421,5039.0
TV-406633906A-406633907A19569211N,1,3103470217,TV Closed,PONUMBER,13808708649,5646.0
TV-406634263A-406634264A3210856N,1,3051373468,TV Closed,PONUMBER,13808709018,5649.0
TV-406634386A-406634387A8901882N,1,2413774990,TV Closed,PONUMBER,13808687505,5267.0
TV-406634386A-406634387A8848402N,1,2605131082,TV Closed,PONUMBER,13808687505,5267.0
TV-406634578A-406634579A8848222N,1,92212949,TV Closed,PONUMBER,13808677658,5091.0
TV-406635196A-406635197A8901882N,1,2836949601,TV Closed,PONUMBER,13615905917,5027.0
TV-406635196A-406635197A4450755N,1,3084528683,TV Closed,PONUMBER,13615905917,5027.0
TV-406635211A-406635212A10426381N,1,3103475505,TV Closed,PONUMBER,13808716099,5688.0
TV-406635211A-406635212A25946584N,1,3103475510,TV Closed,PONUMBER,13808716099,5688.0
TV-406475681A-406475682A10242181N,1,3049820181,TV Closed,PONUMBER,13659135224,5762.0
TV-406475681A-406475682A10242181N,1,3049820181,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-401427346A-401427359A9439433N,1,2855698825,TV Closed,PONUMBER,13808718027,5707.0
TV-401427346A-401427359A9439433N,1,2855698825,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-401427346A-401427359A8901882N,1,2855698827,TV Closed,PONUMBER,13808718027,5707.0
TV-401427346A-401427359A8901882N,1,2855698827,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-404913432A-404913433A40057212N,1,2610007981,TV Closed,PONUMBER,13761844545,5610.0
TV-404913432A-404913433A40057212N,1,2610007981,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-405924236A-405924237A26590334N,1,3053391413,TV Closed,PONUMBER,13808729281,5774.0
TV-405924236A-405924237A26590334N,1,3053391413,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-405940959A-405940967A14986921N,1,3086399206,TV Closed,PONUMBER,13723800155,5786.0
TV-405940959A-405940967A14986921N,1,3086399206,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-400589868A-400589872A10242181N,1,2851706406,TV Closed,PONUMBER,13808717689,5702.0
TV-400589868A-400589872A10242181N,1,2851706406,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-404233032A-404233037A10242181N,1,2916215420,TV Closed,PONUMBER,13808698940,5574.0
TV-404233032A-404233037A10242181N,1,2916215420,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-405216691A-405216692A10242181N,1,2802639685,TV Closed,PONUMBER,13808680383,5108.0
TV-405216691A-405216692A10242181N,1,2802639685,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-404448785A-404448786A10242181N,1,3048080044,TV Closed,PONUMBER,13808681670,5121.0
TV-404448785A-404448786A10242181N,1,3048080044,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-405088623A-405088624A9187902N,1,3050795380,TV Closed,PONUMBER,13659135395,5766.0
TV-405088623A-405088624A9187902N,1,3050795380,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-404725873A-404725874A19569371N,1,3048939823,TV Closed,PONUMBER,13659135072,5760.0
TV-404725873A-404725874A19569371N,1,3048939823,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-404725873A-404725874A2232376N,1,3085564051,TV Closed,PONUMBER,13659135072,5760.0
TV-404725873A-404725874A2232376N,1,3085564051,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-404753789A-404753793A18007451N,1,3051027329,TV Closed,PONUMBER,13808712925,5668.0
TV-404753789A-404753793A18007451N,1,3051027329,TV Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406474951A-406474952A11654671P,1,3025056181,TV Closed,PONUMBER,13808680898,5114.0
TV-406474951A-406474952A2386026P,1,3025056183,TV Closed,PONUMBER,13808680898,5114.0
TV-406638121A-406638122A8901882P,1,67467415,TV Closed,PONUMBER,13808672731,5055.0
TV-406638121A-406638122A8847912P,1,2081969938,TV Closed,PONUMBER,13808672731,5055.0
TV-406638121A-406638122A2225965P,1,2836539281,TV Closed,PONUMBER,13808672731,5055.0
TV-406638121A-406638122A2386046P,1,2930511829,TV Closed,PONUMBER,13808672731,5055.0
TV-406638121A-406638122A10242181P,1,2932609546,TV Closed,PONUMBER,13808672731,5055.0
TV-406638121A-406638122A3371136P,1,3079693242,TV Closed,PONUMBER,13808672731,5055.0
TV-406666242A-406666243A71245896P,1,2973971951,TV Closed,PONUMBER,13808686599,5206.0
TV-406666242A-406666243A8848062P,1,2973971953,TV Closed,PONUMBER,13808686599,5206.0
TV-406666242A-406666243A8848722P,1,2973977418,TV Closed,PONUMBER,13808686599,5206.0
TV-406666242A-406666243A19569561P,1,2998596701,TV Closed,PONUMBER,13808686599,5206.0
TV-406666242A-406666243A10242181P,1,2998596702,TV Closed,PONUMBER,13808686599,5206.0
TV-406666242A-406666243A3210846P,1,3051628234,TV Closed,PONUMBER,13808686599,5206.0
TV-406613304A-406613305A10242181P,1,3024998537,TV Closed,PONUMBER,13808685736,5152.0
TV-406497004A-406497005A10426061P,1,3059674324,TV Closed,PONUMBER,13808699592,5579.0
TV-406625333A-406625334A19569211P,1,3064473265,TV Closed,PONUMBER,13808707803,5642.0
TV-406625333A-406625334A10242181P,1,3064473266,TV Closed,PONUMBER,13808707803,5642.0
TV-406625333A-406625334A71196376P,1,3064473271,TV Closed,PONUMBER,13808707803,5642.0
TV-406625333A-406625334A8847782P,1,3064473274,TV Closed,PONUMBER,13808707803,5642.0
TV-406625333A-406625334A13899281P,1,3064473275,TV Closed,PONUMBER,13808707803,5642.0
TV-406599161A-406599162A10242181P,1,3066766701,TV Closed,PONUMBER,13808730667,5778.0
TV-406599161A-406599162A71041396P,1,3066768279,TV Closed,PONUMBER,13808730667,5778.0
TV-406599161A-406599162A19569211P,1,3066768282,TV Closed,PONUMBER,13808730667,5778.0
TV-406599161A-406599162A2564085P,1,3066768284,TV Closed,PONUMBER,13808730667,5778.0
TV-406601162A-406601163A10242181P,1,3066766701,TV Closed,PONUMBER,13808730667,5778.0
TV-406601162A-406601163A19569211P,1,3066768282,TV Closed,PONUMBER,13808730667,5778.0
TV-406660177A-406660178A8901882P,1,67717555,TV Closed,PONUMBER,13808663963,4987.0
TV-406660177A-406660178A2225965P,1,2886341332,TV Closed,PONUMBER,13808663963,4987.0
TV-406660177A-406660178A71315716P,1,2918085375,TV Closed,PONUMBER,13808663963,4987.0
TV-406653840A-406653841A8848062P,1,63272123,TV Closed,PONUMBER,13571107857,5173.0
TV-406653840A-406653841A10242181P,1,67233866,TV Closed,PONUMBER,13571107857,5173.0
TV-406653840A-406653841A8901882P,1,67292393,TV Closed,PONUMBER,13571107857,5173.0
TV-406653840A-406653841A8848722P,1,2015696225,TV Closed,PONUMBER,13571107857,5173.0
TV-406653840A-406653841A3371136P,1,3078694228,TV Closed,PONUMBER,13571107857,5173.0
TV-406652188A-406652189A71315716P,1,2627487310,TV Closed,PONUMBER,13571109219,5344.0
TV-406652188A-406652189A10242181P,1,2627487316,TV Closed,PONUMBER,13571109219,5344.0
TV-406652188A-406652189A2225965P,1,2825512515,TV Closed,PONUMBER,13571109219,5344.0
TV-406652188A-406652189A18007611P,1,2952940696,TV Closed,PONUMBER,13571109219,5344.0
TV-406645674A-406645675A8901882P,1,93356083,TV Closed,PONUMBER,13808690052,5457.0
TV-406645674A-406645675A8848062P,1,93356084,TV Closed,PONUMBER,13808690052,5457.0
TV-406645674A-406645675A10242181P,1,93356086,TV Closed,PONUMBER,13808690052,5457.0
TV-406645674A-406645675A8848722P,1,2419394607,TV Closed,PONUMBER,13808690052,5457.0
TV-406645674A-406645675A2225965P,1,2794331694,TV Closed,PONUMBER,13808690052,5457.0
TV-406654358A-406654359A10242181P,1,2683240708,TV Closed,PONUMBER,13677486871,5175.0
TV-406524075A-406524076A4450755P,1,3084181413,TV Closed,PONUMBER,13607913771,5057.0
TV-406667210A-406667212A10242181P,1,2972325096,TV Closed,PONUMBER,13808721764,5724.0
TV-406667210A-406667212A11654551P,1,2972341797,TV Closed,PONUMBER,13808721764,5724.0
TV-406667210A-406667212A9441983P,1,2972341804,TV Closed,PONUMBER,13808721764,5724.0
TV-406667210A-406667212A2225965P,1,2986227172,TV Closed,PONUMBER,13808721764,5724.0
TV-405421171A-405421172A10242181P,1,2972352659,TV Closed,PONUMBER,13808721766,5725.0
TV-405421171A-405421172A13032481P,1,2972358582,TV Closed,PONUMBER,13808721766,5725.0
TV-405421171A-405421172A9441983P,1,2972358589,TV Closed,PONUMBER,13808721766,5725.0
TV-405421171A-405421172A2225965P,1,2986218593,TV Closed,PONUMBER,13808721766,5725.0
TV-406505596A-406505597A10242181P,1,2976372904,TV Closed,PONUMBER,13808722151,5726.0
TV-406505596A-406505597A11654561P,1,2976380766,TV Closed,PONUMBER,13808722151,5726.0
TV-406505596A-406505597A19569211P,1,2976380769,TV Closed,PONUMBER,13808722151,5726.0
TV-406505596A-406505597A11650831P,1,2976380771,TV Closed,PONUMBER,13808722151,5726.0
TV-406505596A-406505597A9439413P,1,2976405118,TV Closed,PONUMBER,13808722151,5726.0
TV-406505596A-406505597A9442183P,1,2976405119,TV Closed,PONUMBER,13808722151,5726.0
TV-406505913A-406505914A11651801P,1,3075397980,TV Closed,PONUMBER,13808671763,5044.0
TV-406647334A-406647335A8848062P,1,63246772,TV Closed,PONUMBER,13808690085,5459.0
TV-406647334A-406647335A10242181P,1,67288648,TV Closed,PONUMBER,13808690085,5459.0
TV-406647334A-406647335A8901882P,1,67625604,TV Closed,PONUMBER,13808690085,5459.0
TV-406647334A-406647335A71315716P,1,2663404109,TV Closed,PONUMBER,13808690085,5459.0
TV-406615557A-406615558A10242181P,1,65315779,TV Closed,PONUMBER,13808688008,5296.0
TV-406615557A-406615558A8848662P,1,3036077861,TV Closed,PONUMBER,13808688008,5296.0
TV-406615557A-406615558A8848062P,1,3036077863,TV Closed,PONUMBER,13808688008,5296.0
TV-406650799A-406650800A10242181P,1,65962983,TV Closed,PONUMBER,13808688906,5372.0
TV-406650799A-406650800A11348831P,1,2015395846,TV Closed,PONUMBER,13808688906,5372.0
TV-406650799A-406650800A8901882P,1,2561182352,TV Closed,PONUMBER,13808688906,5372.0
TV-406650799A-406650800A8848062P,1,2755698027,TV Closed,PONUMBER,13808688906,5372.0
TV-406650799A-406650800A40057212P,1,2824798705,TV Closed,PONUMBER,13808688906,5372.0
TV-406629922A-406629923A8901882P,1,64295179,TV Closed,PONUMBER,13808687518,5269.0
TV-406624551A-406624552A8901882P,1,2840847953,TV Closed,PONUMBER,13808686297,5179.0
TV-406667637A-406667638A8848092P,1,2985802432,TV Closed,PONUMBER,13808698041,5563.0
TV-406667637A-406667638A19569641P,1,2985802433,TV Closed,PONUMBER,13808698041,5563.0
TV-406667637A-406667638A19569211P,1,2985802434,TV Closed,PONUMBER,13808698041,5563.0
TV-406667637A-406667638A71196376P,1,2985802436,TV Closed,PONUMBER,13808698041,5563.0
TV-406489470A-406489471A11348831P,1,2044271373,TV Closed,PONUMBER,13808698101,5565.0
TV-406489470A-406489471A8847752P,1,3014302443,TV Closed,PONUMBER,13808698101,5565.0
TV-406489470A-406489471A2386046P,1,3014302445,TV Closed,PONUMBER,13808698101,5565.0
TV-406489470A-406489471A9441983P,1,3014479567,TV Closed,PONUMBER,13808698101,5565.0
TV-406489470A-406489471A9439373P,1,3014479568,TV Closed,PONUMBER,13808698101,5565.0
TV-406656730A-406656731A11654551P,1,3039930663,TV Closed,PONUMBER,13767777827,5450.0
TV-406656730A-406656731A71795436P,1,3039930665,TV Closed,PONUMBER,13767777827,5450.0
TV-406656730A-406656731A19569211P,1,3039930666,TV Closed,PONUMBER,13767777827,5450.0
TV-406656730A-406656731A18803921P,1,3039930668,TV Closed,PONUMBER,13767777827,5450.0
TV-406656730A-406656731A3371236P,1,3099544349,TV Closed,PONUMBER,13767777827,5450.0
TV-406656730A-406656731A8848722P,1,3099544351,TV Closed,PONUMBER,13767777827,5450.0
TV-406625915A-406625916A9007412P,1,31303600,TV Closed,PONUMBER,13808687450,5263.0
TV-406625915A-406625916A40057212P,1,2483254995,TV Closed,PONUMBER,13808687450,5263.0
TV-406625915A-406625916A8848062P,1,2747610964,TV Closed,PONUMBER,13808687450,5263.0
TV-406625915A-406625916A8901882P,1,2747610966,TV Closed,PONUMBER,13808687450,5263.0
TV-406619517A-406619518A19569211P,1,2986010147,TV Closed,PONUMBER,13808712178,5665.0
TV-406528343A-406528344A10242181P,1,2730144538,TV Closed,PONUMBER,13764795321,5666.0
TV-406528343A-406528344A13032491P,1,3097387040,TV Closed,PONUMBER,13764795321,5666.0
TV-406528343A-406528344A25946604P,1,3097387042,TV Closed,PONUMBER,13764795321,5666.0
TV-406528343A-406528344A18007451P,1,3097387044,TV Closed,PONUMBER,13764795321,5666.0
TV-406528343A-406528344A71315676P,1,3097387046,TV Closed,PONUMBER,13764795321,5666.0
TV-406528343A-406528344A25947464P,1,3097387048,TV Closed,PONUMBER,13764795321,5666.0
TV-406528343A-406528344A40187102P,1,3097387050,TV Closed,PONUMBER,13764795321,5666.0
TV-406528343A-406528344A18926434P,1,3097387052,TV Closed,PONUMBER,13764795321,5666.0
TV-406528343A-406528344A13013791P,1,3097387054,TV Closed,PONUMBER,13764795321,5666.0
TV-405440852A-405440888A10242181P,1,2731793679,TV Closed,PONUMBER,13808673237,5060.0
TV-403749331A-403749332A10242181P,1,2653667159,TV Closed,PONUMBER,13808705625,5624.0
TV-406610797A-406610798A8848062P,1,2978807339,TV Closed,PONUMBER,13808687882,5287.0
TV-398013352A-398013353A10242181P,1,3016925357,TV Closed,PONUMBER,13808705619,5623.0
TV-398013352A-398013353A3371136P,1,3076731008,TV Closed,PONUMBER,13808705619,5623.0
TV-403749331A-403749332A25946604P,1,2966059373,TV Closed,PONUMBER,13808705625,5624.0
TV-403749331A-403749332A18007451P,1,2966059375,TV Closed,PONUMBER,13808705625,5624.0
TV-403749331A-403749332A8848372P,1,3051395214,TV Closed,PONUMBER,13808705625,5624.0
TV-403749331A-403749332A26590334P,1,3051395216,TV Closed,PONUMBER,13808705625,5624.0
